ACCIDENT_DATE,SEVERITY,Accident Count
2018-09-24,Other injury accident,13
2018-09-24,Serious injury accident,4
2018-09-25,Other injury accident,17
2018-09-25,Serious injury accident,9
2018-09-26,Other injury accident,32
2018-09-26,Serious injury accident,9
2018-09-27,Other injury accident,26
2018-09-27,Serious injury accident,9
2018-09-28,Fatal accident,1
2018-09-28,Other injury accident,13
2018-09-28,Serious injury accident,2
2018-09-29,Fatal accident,2
2018-09-29,Other injury accident,6
2018-09-29,Serious injury accident,6
2018-09-30,Other injury accident,15
2018-09-30,Serious injury accident,8
2018-10-01,Fatal accident,1
2018-10-01,Other injury accident,25
2018-10-01,Serious injury accident,7
2018-10-02,Other injury accident,30
2018-10-02,Serious injury accident,4
2018-10-03,Fatal accident,1
2018-10-03,Other injury accident,6
2018-10-03,Serious injury accident,6
2018-10-04,Other injury accident,21
2018-10-04,Serious injury accident,7
2018-10-05,Fatal accident,1
2018-10-05,Other injury accident,29
2018-10-05,Serious injury accident,8
2018-10-06,Fatal accident,2
2018-10-06,Other injury accident,23
2018-10-06,Serious injury accident,9
2018-10-07,Fatal accident,1
2018-10-07,Other injury accident,21
2018-10-07,Serious injury accident,10
2018-10-08,Other injury accident,17
2018-10-08,Serious injury accident,6
2018-10-09,Other injury accident,34
2018-10-09,Serious injury accident,4
2018-10-10,Fatal accident,1
2018-10-10,Other injury accident,32
2018-10-10,Serious injury accident,5
2018-10-11,Fatal accident,1
2018-10-11,Other injury accident,23
2018-10-11,Serious injury accident,5
2018-10-12,Fatal accident,1
2018-10-12,Other injury accident,23
2018-10-12,Serious injury accident,7
2018-10-13,Other injury accident,26
2018-10-13,Serious injury accident,12
2018-10-14,Other injury accident,19
2018-10-14,Serious injury accident,8
2018-10-15,Fatal accident,1
2018-10-15,Other injury accident,12
2018-10-15,Serious injury accident,2
2018-10-16,Other injury accident,29
2018-10-16,Serious injury accident,7
2018-10-17,Other injury accident,17
2018-10-17,Serious injury accident,7
2018-10-18,Other injury accident,21
2018-10-18,Serious injury accident,5
2018-10-19,Other injury accident,17
2018-10-19,Serious injury accident,14
2018-10-20,Other injury accident,25
2018-10-20,Serious injury accident,3
2018-10-21,Fatal accident,2
2018-10-21,Other injury accident,15
2018-10-21,Serious injury accident,8
2018-10-22,Other injury accident,27
2018-10-22,Serious injury accident,10
2018-10-23,Other injury accident,21
2018-10-23,Serious injury accident,7
2018-10-24,Other injury accident,23
2018-10-24,Serious injury accident,3
2018-10-25,Other injury accident,34
2018-10-25,Serious injury accident,11
2018-10-26,Fatal accident,1
2018-10-26,Other injury accident,31
2018-10-26,Serious injury accident,8
2018-10-27,Fatal accident,3
2018-10-27,Other injury accident,18
2018-10-27,Serious injury accident,10
2018-10-28,Fatal accident,1
2018-10-28,Other injury accident,20
2018-10-28,Serious injury accident,6
2018-10-29,Fatal accident,1
2018-10-29,Other injury accident,28
2018-10-29,Serious injury accident,12
2018-10-30,Other injury accident,18
2018-10-30,Serious injury accident,10
2018-10-31,Fatal accident,1
2018-10-31,Other injury accident,26
2018-10-31,Serious injury accident,12
2018-11-01,Other injury accident,18
2018-11-01,Serious injury accident,6
2018-11-02,Fatal accident,2
2018-11-02,Other injury accident,21
2018-11-02,Serious injury accident,11
2018-11-03,Fatal accident,1
2018-11-03,Other injury accident,16
2018-11-03,Serious injury accident,8
2018-11-04,Other injury accident,21
2018-11-04,Serious injury accident,6
2018-11-05,Other injury accident,20
2018-11-05,Serious injury accident,4
2018-11-06,Fatal accident,1
2018-11-06,Other injury accident,18
2018-11-06,Serious injury accident,7
2018-11-07,Other injury accident,25
2018-11-07,Serious injury accident,7
2018-11-08,Other injury accident,15
2018-11-08,Serious injury accident,5
2018-11-09,Other injury accident,25
2018-11-09,Serious injury accident,6
2018-11-10,Other injury accident,19
2018-11-10,Serious injury accident,6
2018-11-11,Fatal accident,2
2018-11-11,Other injury accident,18
2018-11-11,Serious injury accident,8
2018-11-12,Other injury accident,26
2018-11-12,Serious injury accident,13
2018-11-13,Other injury accident,13
2018-11-13,Serious injury accident,6
2018-11-14,Other injury accident,27
2018-11-14,Serious injury accident,6
2018-11-15,Other injury accident,23
2018-11-15,Serious injury accident,6
2018-11-16,Fatal accident,1
2018-11-16,Other injury accident,29
2018-11-16,Serious injury accident,5
2018-11-17,Fatal accident,3
2018-11-17,Other injury accident,27
2018-11-17,Serious injury accident,10
2018-11-18,Fatal accident,3
2018-11-18,Other injury accident,24
2018-11-18,Serious injury accident,11
2018-11-19,Fatal accident,1
2018-11-19,Other injury accident,19
2018-11-19,Serious injury accident,4
2018-11-20,Fatal accident,1
2018-11-20,Other injury accident,26
2018-11-20,Serious injury accident,7
2018-11-21,Other injury accident,32
2018-11-21,Serious injury accident,9
2018-11-22,Fatal accident,1
2018-11-22,Other injury accident,26
2018-11-22,Serious injury accident,5
2018-11-23,Other injury accident,23
2018-11-23,Serious injury accident,9
2018-11-24,Fatal accident,1
2018-11-24,Other injury accident,15
2018-11-24,Serious injury accident,6
2018-11-25,Fatal accident,1
2018-11-25,Other injury accident,10
2018-11-25,Serious injury accident,15
2018-11-26,Other injury accident,25
2018-11-26,Serious injury accident,7
2018-11-27,Other injury accident,18
2018-11-27,Serious injury accident,4
2018-11-28,Other injury accident,28
2018-11-28,Serious injury accident,8
2018-11-29,Other injury accident,20
2018-11-29,Serious injury accident,4
2018-11-30,Other injury accident,25
2018-11-30,Serious injury accident,11
2018-12-01,Other injury accident,24
2018-12-01,Serious injury accident,8
2018-12-02,Fatal accident,1
2018-12-02,Other injury accident,17
2018-12-02,Serious injury accident,5
2018-12-03,Other injury accident,17
2018-12-03,Serious injury accident,8
2018-12-04,Other injury accident,24
2018-12-04,Serious injury accident,3
2018-12-05,Other injury accident,27
2018-12-05,Serious injury accident,6
2018-12-06,Other injury accident,27
2018-12-06,Serious injury accident,7
2018-12-07,Other injury accident,32
2018-12-07,Serious injury accident,6
2018-12-08,Other injury accident,16
2018-12-08,Serious injury accident,4
2018-12-09,Other injury accident,12
2018-12-09,Serious injury accident,7
2018-12-10,Other injury accident,26
2018-12-10,Serious injury accident,11
2018-12-11,Other injury accident,29
2018-12-11,Serious injury accident,8
2018-12-12,Fatal accident,2
2018-12-12,Other injury accident,29
2018-12-12,Serious injury accident,10
2018-12-13,Other injury accident,22
2018-12-13,Serious injury accident,5
2018-12-14,Other injury accident,27
2018-12-14,Serious injury accident,9
2018-12-15,Fatal accident,1
2018-12-15,Other injury accident,26
2018-12-15,Serious injury accident,8
2018-12-16,Other injury accident,12
2018-12-16,Serious injury accident,9
2018-12-17,Fatal accident,2
2018-12-17,Other injury accident,17
2018-12-17,Serious injury accident,6
2018-12-18,Other injury accident,20
2018-12-18,Serious injury accident,4
2018-12-19,Fatal accident,1
2018-12-19,Other injury accident,26
2018-12-19,Serious injury accident,4
2018-12-20,Other injury accident,24
2018-12-20,Serious injury accident,7
2018-12-21,Fatal accident,1
2018-12-21,Other injury accident,21
2018-12-21,Serious injury accident,9
2018-12-22,Other injury accident,23
2018-12-22,Serious injury accident,6
2018-12-23,Other injury accident,19
2018-12-23,Serious injury accident,9
2018-12-24,Other injury accident,21
2018-12-24,Serious injury accident,5
2018-12-25,Other injury accident,13
2018-12-25,Serious injury accident,3
2018-12-26,Fatal accident,1
2018-12-26,Other injury accident,8
2018-12-26,Serious injury accident,3
2018-12-27,Other injury accident,15
2018-12-27,Serious injury accident,9
2018-12-28,Other injury accident,8
2018-12-28,Serious injury accident,3
2018-12-29,Fatal accident,1
2018-12-29,Other injury accident,12
2018-12-29,Serious injury accident,4
2018-12-30,Other injury accident,15
2018-12-30,Serious injury accident,5
2018-12-31,Fatal accident,1
2018-12-31,Other injury accident,17
2018-12-31,Serious injury accident,2
2019-01-01,Other injury accident,10
2019-01-01,Serious injury accident,7
2019-01-02,Other injury accident,15
2019-01-02,Serious injury accident,7
2019-01-03,Other injury accident,9
2019-01-03,Serious injury accident,4
2019-01-04,Other injury accident,22
2019-01-04,Serious injury accident,4
2019-01-05,Fatal accident,1
2019-01-05,Other injury accident,17
2019-01-05,Serious injury accident,7
2019-01-06,Other injury accident,14
2019-01-06,Serious injury accident,7
2019-01-07,Fatal accident,1
2019-01-07,Other injury accident,20
2019-01-07,Serious injury accident,5
2019-01-08,Other injury accident,11
2019-01-08,Serious injury accident,4
2019-01-09,Other injury accident,14
2019-01-09,Serious injury accident,5
2019-01-10,Fatal accident,1
2019-01-10,Other injury accident,20
2019-01-10,Serious injury accident,3
2019-01-11,Fatal accident,2
2019-01-11,Other injury accident,26
2019-01-11,Serious injury accident,4
2019-01-12,Other injury accident,15
2019-01-12,Serious injury accident,9
2019-01-13,Fatal accident,2
2019-01-13,Other injury accident,21
2019-01-13,Serious injury accident,6
2019-01-14,Other injury accident,15
2019-01-14,Serious injury accident,6
2019-01-15,Other injury accident,15
2019-01-15,Serious injury accident,11
2019-01-16,Other injury accident,21
2019-01-16,Serious injury accident,6
2019-01-17,Fatal accident,1
2019-01-17,Other injury accident,16
2019-01-17,Serious injury accident,9
2019-01-18,Other injury accident,18
2019-01-18,Serious injury accident,7
2019-01-19,Other injury accident,17
2019-01-19,Serious injury accident,6
2019-01-20,Fatal accident,1
2019-01-20,Other injury accident,12
2019-01-20,Serious injury accident,9
2019-01-21,Other injury accident,18
2019-01-21,Serious injury accident,6
2019-01-22,Fatal accident,1
2019-01-22,Other injury accident,16
2019-01-22,Serious injury accident,4
2019-01-23,Fatal accident,1
2019-01-23,Other injury accident,21
2019-01-23,Serious injury accident,6
2019-01-24,Other injury accident,16
2019-01-24,Serious injury accident,3
2019-01-25,Fatal accident,1
2019-01-25,Other injury accident,16
2019-01-25,Serious injury accident,3
2019-01-26,Fatal accident,1
2019-01-26,Other injury accident,17
2019-01-26,Serious injury accident,8
2019-01-27,Fatal accident,1
2019-01-27,Other injury accident,10
2019-01-27,Serious injury accident,3
2019-01-28,Fatal accident,1
2019-01-28,Other injury accident,21
2019-01-28,Serious injury accident,7
2019-01-29,Other injury accident,9
2019-01-29,Serious injury accident,7
2019-01-30,Other injury accident,22
2019-01-30,Serious injury accident,5
2019-01-31,Fatal accident,3
2019-01-31,Other injury accident,12
2019-01-31,Serious injury accident,7
2019-02-01,Fatal accident,1
2019-02-01,Other injury accident,26
2019-02-01,Serious injury accident,3
2019-02-02,Fatal accident,1
2019-02-02,Other injury accident,24
2019-02-02,Serious injury accident,6
2019-02-03,Other injury accident,10
2019-02-03,Serious injury accident,3
2019-02-04,Fatal accident,1
2019-02-04,Other injury accident,13
2019-02-04,Serious injury accident,3
2019-02-05,Fatal accident,2
2019-02-05,Other injury accident,13
2019-02-05,Serious injury accident,3
2019-02-06,Other injury accident,24
2019-02-06,Serious injury accident,4
2019-02-07,Other injury accident,21
2019-02-07,Serious injury accident,4
2019-02-08,Other injury accident,22
2019-02-08,Serious injury accident,10
2019-02-09,Other injury accident,15
2019-02-09,Serious injury accident,8
2019-02-10,Other injury accident,10
2019-02-10,Serious injury accident,11
2019-02-11,Other injury accident,14
2019-02-11,Serious injury accident,5
2019-02-12,Other injury accident,20
2019-02-12,Serious injury accident,8
2019-02-13,Fatal accident,1
2019-02-13,Other injury accident,11
2019-02-13,Serious injury accident,10
2019-02-14,Fatal accident,1
2019-02-14,Other injury accident,26
2019-02-14,Serious injury accident,3
2019-02-15,Other injury accident,19
2019-02-15,Serious injury accident,2
2019-02-16,Other injury accident,15
2019-02-16,Serious injury accident,4
2019-02-17,Other injury accident,8
2019-02-17,Serious injury accident,6
2019-02-18,Other injury accident,17
2019-02-18,Serious injury accident,7
2019-02-19,Other injury accident,15
2019-02-19,Serious injury accident,4
2019-02-20,Other injury accident,18
2019-02-20,Serious injury accident,4
2019-02-21,Other injury accident,19
2019-02-21,Serious injury accident,9
2019-02-22,Other injury accident,19
2019-02-22,Serious injury accident,8
2019-02-23,Fatal accident,2
2019-02-23,Other injury accident,13
2019-02-23,Serious injury accident,5
2019-02-24,Other injury accident,12
2019-02-24,Serious injury accident,4
2019-02-25,Fatal accident,1
2019-02-25,Other injury accident,19
2019-02-25,Serious injury accident,9
2019-02-26,Fatal accident,1
2019-02-26,Other injury accident,19
2019-02-26,Serious injury accident,3
2019-02-27,Other injury accident,16
2019-02-27,Serious injury accident,9
2019-02-28,Other injury accident,15
2019-02-28,Serious injury accident,3
2019-03-01,Fatal accident,1
2019-03-01,Other injury accident,16
2019-03-01,Serious injury accident,7
2019-03-02,Other injury accident,11
2019-03-02,Serious injury accident,5
2019-03-03,Other injury accident,12
2019-03-03,Serious injury accident,3
2019-03-04,Other injury accident,13
2019-03-04,Serious injury accident,5
2019-03-05,Other injury accident,11
2019-03-05,Serious injury accident,1
2019-03-06,Other injury accident,14
2019-03-06,Serious injury accident,2
2019-03-07,Other injury accident,14
2019-03-07,Serious injury accident,7
2019-03-08,Other injury accident,9
2019-03-08,Serious injury accident,2
